id,created_at,username,lang,text
818387026709975040,2017-01-09 09:20:46,FILMBible,en,A record 7 awards were won by musical #LaLaLand at last night's #GoldenGlobes https://t.co/Sn8kYSPd7y
818387006980050944,2017-01-09 09:20:42,matildaledwards,en,@jenniferdown how is barre?!
818387005537034242,2017-01-09 09:20:41,80195814,en,@gttomdubber your housemate sounds creepy 😖
818387001569320960,2017-01-09 09:20:40,beardybaer,en,@Bristolvor well I made it to the boat and I’m on my way to Canary Wharf 🛳
818386998406905856,2017-01-09 09:20:39,clickboss1943,en,"I hate it when the phone rings  very early in the morning, you say politely wrong number, no sorry or apology just a hang up, how rude"
818386997328932864,2017-01-09 09:20:39,PangCheeseShop,en,@HeartThames good morning Matt &amp; Michelle. Is it 2009 in the time tunnel? Jen from Pangbourne Cheese 🧀 #TimeTunnel
818386996309741570,2017-01-09 09:20:39,lilyskitchen,en,"@HenryPBear Psst, Parsnip, have you seen our new menu for cats? https://t.co/rYrtVc2Zlb"
818386988764188680,2017-01-09 09:20:37,SlimFastUK,en,@chungerm They're currently available from @AmazonUK 👍
818386978441990144,2017-01-09 09:20:35,Elindignado_Q,en,@Albion_Rover PROMOTE #BoycottISRAEL https://t.co/ulF1Cms1Ai … … … … … #BoyccottUSA (its protector) until #Palestine #Gaza are free
818386947055960064,2017-01-09 09:20:27,ConsumerChrisNW,en,Nothing like a #tubestrike to motivate you to walk or #cycle to work. Took my colleague 3hrs to commute across London!
818386940361850880,2017-01-09 09:20:26,SkinnydipLondon,en,"@vickiebonthuys Hi Vickie, sorry for the delay! What's your order number or request number and we can take a look for you?"
818386937782407169,2017-01-09 09:20:25,YorkMagpie,en,@yorkbus is Tadfaster continuing once the bridge eventually re opens?
818386930337533952,2017-01-09 09:20:23,SacredHeartSW11,en,"Funny video from the Police's ""Be Safe"" Initiative https://t.co/HbvKqKtq46"
818386923811196928,2017-01-09 09:20:22,BritishCrafting,en,@MadameJ_Art @Etsy Such an amazing idea!
818386919889498112,2017-01-09 09:20:21,sambarker_,en,Hearing that #ClaphamJunction has been evacuated and feeling rather smug after being the only one there at 6:30 thi… https://t.co/xhwkVRMtuZ
818386915993026561,2017-01-09 09:20:20,gemcolclough,en,Does this mean you'll rap a Skepta song for me 🙊 https://t.co/XKTNtOTZ9H
818386904299294721,2017-01-09 09:20:17,80195814,en,@gttomdubber get a lock?
818386898494377985,2017-01-09 09:20:16,LGSMpride,en,Good support from public at this morning's picket https://t.co/HWs9jO19YT
818386893591212033,2017-01-09 09:20:14,tompeck,en,"@alexGspence congratulations. You have missed some truly superb non-sequiturs, pointless arguments and undirected rage. You must be gutted."
818386888994279424,2017-01-09 09:20:13,sarahjanewill16,en,"@KatiePiper_ @GMB @susannareid100 @piersmorgan Loved watching you this morning,a lot of what you said,REALLY made me think !! #change for me"
818386885068390400,2017-01-09 09:20:12,moontrug,en,"I'm revealing THE NIGHT SPINNER cover at 11am! Electric blue foil, snowy peaks &amp;quotes by two of my favourite authors @kdbrundell @emmac2603"
818386881515810817,2017-01-09 09:20:12,vhlmurphy,en,@DerbyshirePhil  I'll apologise for that slur but views seem very similar as they try to simplify it. If you use u know it's overcrowded
818386875257946113,2017-01-09 09:20:10,EmmaBallantine,en,"@ashortstay Haha, exactly!"
818386865438990336,2017-01-09 09:20:08,starwarsxsarah,en,Woofer keeping my feet warm 😂 https://t.co/MGeCIlbXs0
818386860418416640,2017-01-09 09:20:07,BritishCrafting,en,@seawitchscavern Super pretty!
818386857092321280,2017-01-09 09:20:06,lararufflecoles,en,"At least there's a view @ St John's Gate, Clerkenwell https://t.co/KB06lWfdqE"
818386854273843200,2017-01-09 09:20:05,charlaimee,en,Day 1 New Bartlett 💃🏽 https://t.co/35WibFG23G
818386853531414530,2017-01-09 09:20:05,LaurenEmmaTait,en,It appears Argos are having the last laugh today. Major scooter resurgence. #TubeStrike
818386841321820160,2017-01-09 09:20:02,nikbPBP,en,"@The_Jambuster @tiptreevelo @TCMunners :-).Guess I deserved that. Pretty sharp for a Monday morning, unlike myself."
818386816130760704,2017-01-09 09:19:56,EmmaBallantine,en,"@46andy1956 That's so kind, thanks Andrew! Messages like that make it all worthwhile :-)"
818386783130046465,2017-01-09 09:19:48,lilyskitchen,en,@RobCraigBrock You're most welcome! Thanks for the lovely feedback and gorgeous photo 😍
818386779308957696,2017-01-09 09:19:47,Tamagnofabio,en,"The tube stop, 
The people walked, 
The cost of NHS dropped. 
#🤔 #chaos #london https://t.co/NrAtF4H3gu"
818386762305273856,2017-01-09 09:19:43,stannigrace_,en,you're gloooooowing!!! 👏😍 https://t.co/PYT7RK5YRC
818386758169665536,2017-01-09 09:19:42,TheBirdfair,en,"@Fromanurbanlake ""The campsite does get booked up very quickly."" 2/2"
818386748518658048,2017-01-09 09:19:40,FootballReportE,en,FIFA Awards: The Best FIFA Football Awards™ Launched Today in Zurich. Replacing 25 Years of History - LIVE Broadcas… https://t.co/nDgRA8i0jh
818386737051369472,2017-01-09 09:19:37,AnnieDreaXO,en,Did you guys get into work ok?
818386735784742913,2017-01-09 09:19:37,RoFrimps,en,Is it me or does Lucas' well spoken voice sound extremely fake....? 'From my perspective' to 'LET ME FINISH!' Really Lucas? #bkchatldn
818386733813428224,2017-01-09 09:19:36,goulcher,en,"Help 
#TubeStrike"
818386733473681408,2017-01-09 09:19:36,mo6020,en,"@chloestraw Hah, good luck!"
818386727458967552,2017-01-09 09:19:35,hagz7,en,@MEATliquorN1 @MEATliquor for the 50%% off do we have to show a voucher or anything? Takeaway orders 50%% off too? #Yummy
818386708576301056,2017-01-09 09:19:30,TheBirdfair,en,"@Fromanurbanlake correction - ""The campsite booking starts at the beginning of March at the same time as the Ticket sales."" 1/2"
818386706185461761,2017-01-09 09:19:30,Thealex09,en,Missed 3 buses. Caught up and got on one. That one broke down. Now I'm on my second one. This is the most Sochi #TubeStrike I've experienced
818386701362012160,2017-01-09 09:19:29,CheeseWinePaint,en,Paint yr own Constable this Tuesday @TheStagNW3 @HampsteadLife @HampsteadHighSt @HampstBeautiful @nwldn tickets her… https://t.co/obAtzwu8c8
818386692063297536,2017-01-09 09:19:26,Sosruqwe,en,"@theStrangerGoat I disbelieve Muhammed saw Gabriel. How can a trader, who claims to have saw Gabriel, carry a sword and use it afterward?"
818386688892342272,2017-01-09 09:19:26,CMartinRamos,en,3rd bus not opening doors... yuju!! #TfL #TubeStrike
818386686119964672,2017-01-09 09:19:25,jackrjthompson,und,@wjharte https://t.co/jHoUAjZ1nN
818386683192287232,2017-01-09 09:19:24,woodgnomology,en,Fascinating read... Blood and benefits - Duterte imposes his formula on the Philippines https://t.co/jAqhtqW8bo
818386664758378497,2017-01-09 09:19:20,tatemaeDJ,en,Just come across this in my BBM archives 😂😂😂 https://t.co/edmGPeT54S
818386662925467648,2017-01-09 09:19:19,khoodeelaar,en,0918 GMT London UK Mon 09 Jan 2017. PART OF THE PROOF of what we said about the opportunist careerist Peter Herbert… https://t.co/T4VeU32Tym
818386653844799488,2017-01-09 09:19:17,starwarsxsarah,en,"@WesolowskiDarcy no forgive me. That was a typo, I didn't mean to type that! Haha"
818386649105108992,2017-01-09 09:19:16,trendinaliaGB,en,"⒈ #TubeStrike
⒉ #mondaymotivation
⒊ Meryl Streep
⒋ Jeremy Hunt
⒌ Liverpool Street

2017/1/9 09:14 GMT #trndnl https://t.co/do7Hdxwcnc"
818386629580779520,2017-01-09 09:19:12,CompareFitWorld,en,When you hear a knock at your door and you know it's the new protein you ordered #protein #gym https://t.co/VU4R8q0MHc
818386628209152000,2017-01-09 09:19:11,EmmaBallantine,en,"@SoMiDalsgaard I'm based in London, England - not a bad place for music! What's the scene like where you are?"
818386623972909056,2017-01-09 09:19:10,lilyskitchen,en,@SsbtrRescue1 We're delighted to be able to help 💕
818386610161156096,2017-01-09 09:19:07,kevinonstage,en,"The thing about London is, everyone's a fucking moron"
818386604683300868,2017-01-09 09:19:06,SlimFastUK,en,@hayleyallen89 Woop woop! Have you downloaded our challenge app? It's a great way to track your progress. 👌 #SlimFastChallenge
818386603076964352,2017-01-09 09:19:05,hello_emily,en,I've been walking over an hour to work and I'm still in Islington. I LIVE IN ISLINGTON 😭 #tubestrike
818386597192335361,2017-01-09 09:19:04,marto1971,en,@Inked_poppy am not allowed am i?
818386596022145024,2017-01-09 09:19:04,gleave_d,en,@poppyscupcakes Giggle...
818386591408418816,2017-01-09 09:19:02,RebeccaSear,en,"Article frm 2015 but sharing given ""humanitarian crisis""-many MPs gain financially frm NHS privatisation #SaveOurNHS https://t.co/Fnr6k39Hti"
818386588254240769,2017-01-09 09:19:02,everpresshq,en,In a #TubeStike jam? Pass the time by checking out our latest interview with @jshmck https://t.co/NF2JM3gB0o https://t.co/bM7HhHdRSF
818386569723842560,2017-01-09 09:18:57,HorshamGardener,en,@rocketmail222 you know what you can do with that idea don't you...
818386566041239552,2017-01-09 09:18:56,jfcfc2107,en,@Martin_Wickham Not sure tbh mate
818386565999263746,2017-01-09 09:18:56,aboobamusic,en,I still want a hug 😧
818386557879091201,2017-01-09 09:18:54,beardybaer,en,"@chickenprincess I know, I’m so weak"
818386553038864385,2017-01-09 09:18:53,Crozzy1971,en,@RoDuSu @UpperTierSteve @GilesyL14 yet most could easily walk into Victoria in 20-30 mins.
818386551243739145,2017-01-09 09:18:53,helenbevan,en,Learning strategies that really work https://t.co/qNGJ6FvE9U Written for school teachers but relevant to leaders of… https://t.co/ybt9ajnavm
818386547666022400,2017-01-09 09:18:52,stewmott,en,Feels like an accomplishment making it to work before all my collleagues on a #tubestrike day. Is this how it feels to complete a marathon?!
818386537322840064,2017-01-09 09:18:50,AlphaTrade1,en,https://t.co/ohTqlsGwFy  #London based #businessmanagement #sales #marketingconsultancy #FinancialServices #buyside… https://t.co/0LAdpjxAjj
818386533208195072,2017-01-09 09:18:49,Starsammy12,en,2017 year of change. https://t.co/2RNRbsNQTX
818386530381107201,2017-01-09 09:18:48,deborahh_v,en,cosy cosy @ Basildon House and Park https://t.co/VSk3u5s4aT
818386529768837121,2017-01-09 09:18:48,howardcbailey,en,@craigbrown2015 @NorwichCityFC a fine tennis coach too
818386519106920449,2017-01-09 09:18:45,RedSoledGooner,en,"@Number10gov with the state of our transport infrastructure, you'll be lucky to get one vote next ejection"
818386507182600193,2017-01-09 09:18:42,trevorcoultart,en,@BBCRadio2 @achrisevans Why can't Pause for Thought be phoned in from the bus?
818386504233943040,2017-01-09 09:18:42,TanyaAGT,en,"take photos of the speed flash thing, he says, one lit &amp; one not
every bugger obeyed the speed limit this morning, &amp; then it rained"
818386491256766465,2017-01-09 09:18:39,Atinuke__12,en,"so if you get 20 quid or even 9 quid an hour that's something, it better than nothing."
818386489604263936,2017-01-09 09:18:38,RoastRestaurant,en,@jamesperkins140 It will be on the menu from Tuesday at £18.50
818386467085053952,2017-01-09 09:18:33,lilyskitchen,en,@PebbleBT Looks paw-fect to us!
818386465625436160,2017-01-09 09:18:32,TwoWheelsTW,en,"@thefingerposter @GetOutKids @exerciseworks especially during January, chase away the blues"
818386458687967232,2017-01-09 09:18:31,EmmaBallantine,und,@Funky_cloud ☺️
