id,created_at,username,lang,text
489440824842027008,2014-07-16 16:06:00,AbiLou06,en,Photo: That moment when @vincebeckpowell tells you you sing good *____* #ThankYou #LotsOfLove #Vine  http://t.co/un8Y7w4GtL
489440820127219712,2014-07-16 16:05:59,beatonmydrum,en," tribute to #williampharrel #playnow http://t.co/89EMqQx913 July 16, 2014 at 06:05PM http://t.co/MKvLMPsaDg"
489440814846984192,2014-07-16 16:05:58,AbiLou06,en,That moment when  vincebeckpowell  tells you you sing good *____* #ThankYou #LotsOfLove #Vine  http://t.co/iBQLIXTCUE
489440811835465728,2014-07-16 16:05:57,RifkahH_P,en,Play Fireworks🎇🙌😄 So beatiful😍 #Fireworks #Funny  #BeautifulFireworks #Beautiful #Loveit #LOVE… http://t.co/9uvliT75IC
489440806303178752,2014-07-16 16:05:56,MrAydmr,en,#antalya #summer #enjoy  #day #brothers http://t.co/iYdsMJhYwF
489440766759276544,2014-07-16 16:05:46,Amanda9542,en,Be  :) http://t.co/UVFXn3G1Rt
489440752972615680,2014-07-16 16:05:43,erma_maer,en,spend time with my family👍❤ #me #family #sister #cousin  #cute #love #night #vscocam #today http://t.co/CZVH7u2g77
489440751362015232,2014-07-16 16:05:43,Atakanndemirel,en,#my  #love #holiday http://t.co/B9JKGycJSJ
489440749256077314,2014-07-16 16:05:42,gerwingM,en,"RT @n_kassia: Getting there slowly...
#illustration #illustrator #art #sketching #french #drawing #london #folowme #retweet  http://t…"
489440733107986432,2014-07-16 16:05:38,SilverSteer,en,Saying goodbye to bubblegum pink. My little girl is growing up.  #sad #allmixedup http://t.co/RefK3pgWy6
489440725957099520,2014-07-16 16:05:37,wfox47,en,Pay day 
489440718180843520,2014-07-16 16:05:35,solo9702,en,Reflecting Back on 100: http://t.co/iefQCbViIJ #leadership #podcast #business #review 420 
489440713655222273,2014-07-16 16:05:34,luigivco,en,4 Ways to Keep #Employees  &gt; http://t.co/Twght7ppQg via @forbes #entrepreneur
489440698949566464,2014-07-16 16:05:30,jennat24,en,@Luke5SOS  Birthday Luke 🎉
489440665499992064,2014-07-16 16:05:22,becca_munky,en,#july #glossybox #stars #stripes #beauty #goodies #makeup #subscription  #purchase #prettythings… http://t.co/bxgNXWxIlU
489440638577168384,2014-07-16 16:05:16,lissssyXO,en,This weather is beautiful 😁☀️
489440638178324480,2014-07-16 16:05:16,jjones3273,en,"Wait…I’m…Sure….That…Doesn’t…Make…Anyone……..Right? And we don’t mean the 50,000 followers. http://t.co/aRrUUebceY"
489440622290669568,2014-07-16 16:05:12,AndreaBelieve06,en,~Happy Birthday my angel~ luke_is_a_penguin #hbd birthday #lukehemmings #amazing #18 … http://t.co/JpJY44C2pr
489440543731367936,2014-07-16 16:04:53,IlkyazyYazyaz,tr,#me #smile #mylife  #today #çeşme http://t.co/pFf54EnFq6
489440539746783232,2014-07-16 16:04:52,DanaeHarris91,en,5k complete in 23.26  #run #time
489440518011486208,2014-07-16 16:04:47,Yashdeep_Garg,en,"The Morning Motivation You Desperately Need Today:
http://t.co/TjGRZtUabj
#Motivation #Success  
via @Mashable http://t.co/31SRHfVyom"
489440496528658432,2014-07-16 16:04:42,Miss_Wood,en,"Lovely meal today @bullyscardiff fantastic food, wine and service as always! #stuffed "
489440477901750272,2014-07-16 16:04:37,davidezeminian,en,#friend #friends #fun #TagsForLikes #funny #love #instagood #igers #friendship #party #chill … http://t.co/OKAFN42eOX
489440472931504129,2014-07-16 16:04:36,IgnaciaBenita,en,Happy birthday little sisters..16 July 2014.. #july birthday #family  #candle #girl… http://t.co/VMV958Meiq
489440470825963520,2014-07-16 16:04:36,IsaBella_ByMIA,en,#nofilter #beautiful  #me #MIA #like4like #cute #love #friends #tbt #TfLers #swag #amazing… http://t.co/pTfWaal2QB
489440441687752704,2014-07-16 16:04:29,Cindih88,en,Office view today #cropspraying #sunshine #planes #love #like #follow #beautifulday  #fun http://t.co/82Rb234qpD
489440389284515840,2014-07-16 16:04:16,BeluuuPerez,en,#Beautiful #Dog  #Peace #Me #with #my #dog #Baby #Labradora http://t.co/IJ9UNs4Qmt
